R1SZFUL,R1SZELETSZ,R1SZKSORSZ
J4160,3408441608,1
J4163,3408441639,1
J4164,3408441646,1
J4165,3408441653,1
J4166,3408441660,1
J4167,3408441677,1
J4168,3408441684,1
J4169,3408441691,1
J4170,3408441709,1
J4171,3408441716,1
J4172,3408441723,1
J4174,3408441747,1
J4175,3408441754,1
J4176,3408441761,1
J4177,3408441778,1
J4178,3408441785,1
J4179,3408441792,1
J4180,3408441800,1
J4181,3408441817,1
J4182,3408441824,1
J4183,3408441831,1
J4184,3408441848,1
J4185,3408441855,1
J4186,3408441862,1
J4187,3408441879,1
J4188,3408441886,1
J4189,3408441893,1
J4190,3408441901,1
J4191,3408441918,1
J4192,3408441925,1
J4193,3408441932,1
J4194,3408441949,1
J4195,3408441956,1
J4196,3408441963,1
J4198,3408441987,1
J4200,3408442005,1
J4201,3408442012,1
J4202,3408442029,1
J4204,3408442043,1
J4205,3408442050,1
J4206,3408442067,1
J4207,3408442074,1
J4208,3408442081,1
J4209,3408442098,1
J4210,3408442106,1
J4211,3408442113,1
J4213,3408442137,1
J4215,3408442151,1
J4216,3408442168,1
J4217,3408442175,1
J4218,3408442182,1
J4219,3408442199,1
J4220,3408442207,1
J4221,3408442214,1
J4222,3408442221,1
J4223,3408442238,1
J4224,3408442245,1
J4225,3408442252,1
J4226,3408442269,1
J4228,3408442283,1
J4229,3408442290,1
J4231,3408442315,1
J4232,3408442322,0
J4233,3408442339,1
J4234,3408442346,1
J4235,3408442353,1
J4236,3408442360,1
J4237,3408442377,1
J4238,3408442384,1
J4239,3408442391,1
J4240,3408442409,1
J4242,3408442423,1
J4243,3408442430,1
J4244,3408442447,1
J4245,3408442454,0
J4246,3408442461,0
J4247,3408442478,0
J4248,3408442485,0
J4249,3408442492,0
J4250,3408442500,0
J4251,3408442517,0
J4252,3408442524,0
J4253,3408442531,0
J4254,3408442548,0
J4255,3408442555,0
J4256,3408442562,0
J4257,3408442579,0
J4258,3408442586,0
J4259,3408442593,0
J4261,3408442618,0
J4263,3408442632,0
J4264,3408442649,0
J4265,3408442656,0
J4266,3408442663,0
J4267,3408442670,0
J4268,3408442687,0
J4269,3408442694,0
J4270,3408442702,0
J4271,3408442719,0
J4272,3408442726,0
J4273,3408442733,0
J4274,3408442740,0
J4275,3408442757,0
J4276,3408442764,0
J4278,3408442788,0
J4279,3408442795,0
J4280,3408442803,0
J4281,3408442810,0
J4282,3408442827,0
J4283,3408442834,0
J4284,3408442841,0
J4285,3408442858,0
J4286,3408442865,0
J4287,3408442872,0
J4288,3408442889,0
J4289,3408442896,0
J4290,3408442904,0
J4291,3408442911,0
J4292,3408442928,0
J4294,3408442942,0
J4295,3408442959,0
J4296,3408442966,0
J4297,3408442973,0
J4298,3408442980,0
J4299,3408442997,0
J4300,3408443008,0
J4301,3408443015,0
J4302,3408443022,0
J4303,3408443039,0
J4304,3408443046,0
J4305,3408443053,0
J4306,3408443060,0
J4307,3408443077,0
J4309,3408443091,0
J4310,3408443109,0
J4311,3408443116,0
J4312,3408443123,0
J4313,3408443130,0
J4315,3408443154,0
J4316,3408443161,0
J4317,3408443178,0
J4318,3408443185,0
J4319,3408443192,0
J4320,3408443200,0
J4321,3408443217,0
J4322,3408443224,0
J4323,3408443231,0
J4324,3408443248,0
J4326,3408443262,0
J4327,3408443279,0
J4328,3408443286,0
J4329,3408443293,0
J4330,3408443301,0
J4331,3408443318,0
J4332,3408443325,0
J4333,3408443332,0
J4334,3408443349,0
J4335,3408443356,0
J4336,3408443363,0
J4337,3408443370,0
J4338,3408443387,0
J4339,3408443394,0
J4340,3408443402,0
J4341,3408443419,0
J4342,3408443426,0
J4343,3408443433,0
J4344,3408443440,0
J4346,3408443464,0
J4348,3408443488,0
J4349,3408443495,0
J4350,3408443503,0
J4351,3408443510,0
J4352,3408443527,0
J4353,3408443534,0
J4354,3408443541,0
J4355,3408443558,0
J4357,3408443572,0
J4358,3408443589,0
J4359,3408443596,0
J4360,3408443604,0
J4361,3408443611,0
J4363,3408443635,0
J4364,3408443642,0
J4365,3408443659,0
J4366,3408443666,0
J4367,3408443673,0
J4368,3408443680,0
J4369,3408443697,0
J4370,3408443705,0
J4371,3408443712,0
J4372,3408443729,0
J4373,3408443736,0
J4374,3408443743,0
J4376,3408443767,0
J4377,3408443774,0
J4378,3408443781,0
J4380,3408443806,0
J4381,3408443813,0
J4382,3408443820,0
J4383,3408443837,0
J4384,3408443844,0
J4385,3408443851,0
J4386,3408443868,0
J4387,3408443875,0
J4388,3408443882,0
J4389,3408443899,0
J4390,3408443907,0
J4391,3408443914,0
J4392,3408443921,0
J4394,3408443945,0
J4395,3408443952,0
J4396,3408443969,0
J4397,3408443976,0
J4398,3408443983,0
J4399,3408443990,0
J4400,3408444001,0
J4401,3408444018,0
J4402,3408444025,0
J4403,3408444032,0
J4404,3408444049,0
J4405,3408444056,0
J4407,3408444070,0
J4408,3408444087,0
J4410,3408444102,0
J4411,3408444119,0
J4412,3408444126,0
J4413,3408444133,0
J4414,3408444140,0
J4415,3408444157,0
J4416,3408444164,0
J4417,3408444171,0
J4420,3408444203,0
J4421,3408444210,0
J4422,3408444227,0
J4423,3408444234,0
J4424,3408444241,0
J4425,3408444258,0
J4426,3408444265,0
J4427,3408444272,0
J4428,3408444289,0
J4430,3408444304,0
J4431,3408444311,0
J4432,3408444328,0
J4433,3408444335,0
J4434,3408444342,0
J4435,3408444359,0
J4436,3408444366,0
J4437,3408444373,0
J4438,3408444380,0
J4439,3408444397,0
J4440,3408444405,0
J4441,3408444412,0
J4442,3408444429,0
J4443,3408444436,0
J4446,3408444467,0
J4447,3408444474,0
J4448,3408444481,0
J4449,3408444498,0
J4450,3408444506,0
J4451,3408444513,0
J4452,3408444520,0
J4454,3408444544,0
J4455,3408444551,0
J4456,3408444568,0
J4457,3408444575,0
J4459,3408444599,0
J4460,3408444607,0
J4461,3408444614,0
J4464,3408444645,0
J4465,3408444652,0
J4466,3408444669,0
J4468,3408444683,0
J4469,3408444690,0
J4471,3408444715,0
J4472,3408444722,0
J4473,3408444739,0
J4474,3408444746,0
J4475,3408444753,0
J4476,3408444760,0
J4477,3408444777,0
J4479,3408444791,0
J4480,3408444809,0
J4481,3408444816,0
J4482,3408444823,0
J4483,3408444830,0
J4485,3408444854,0
J4486,3408444861,0
J4487,3408444878,0
J4488,3408444885,0
J4489,3408444892,0
J4490,3408444900,0
J4492,3408444924,0
J4493,3408444931,0
J4494,3408444948,0
J4495,3408444955,0
J4496,3408444962,0
J4497,3408444979,0
J4498,3408444986,0
J4499,3408444993,0
J4501,3408445011,0
J4503,3408445035,0
J4505,3408445059,0
J4507,3408445073,0
J4508,3408445080,0
J4509,3408445097,0
J4510,3408445105,0
J4511,3408445112,0
J4512,3408445129,0
J4514,3408445143,0
J4515,3408445150,0
J4517,3408445174,0
J4518,3408445181,0
J4519,3408445198,0
J4520,3408445206,0
J4521,3408445213,0
J4522,3408445220,0
J4524,3408445244,0
J4526,3408445268,0
J4527,3408445275,0
J4528,3408445282,0
J4530,3408445307,0
J4532,3408445321,0
J4533,3408445338,0
J4534,3408445345,0
J4536,3408445369,0
J4537,3408445376,0
J4538,3408445383,0
J4539,3408445390,0
J4540,3408445408,0
J4543,3408445439,0
J4544,3408445446,0
J4545,3408445453,0
J4546,3408445460,0
J4548,3408445484,0
J4551,3408445516,0
J4552,3408445523,0
J4553,3408445530,0
J4554,3408445547,0
J4556,3408445561,0
J4557,3408445578,0
J4558,3408445585,0
J4559,3408445592,0
J4560,3408445600,0
J4561,3408445617,0
J4562,3408445624,0
J4563,3408445631,0
J4566,3408445662,0
J4567,3408445679,0
J4568,3408445686,0
J4570,3408445701,0
J4571,3408445718,0
J4573,3408445732,0
J4574,3408445749,0
J4575,3408445756,0
J4576,3408445763,0
J4577,3408445770,0
J4578,3408445787,0
J4579,3408445794,0
J4580,3408445802,0
J4582,3408445826,0
J4583,3408445833,0
J4584,3408445840,0
J4585,3408445857,0
J4586,3408445864,0
J4587,3408445871,0
J4588,3408445888,0
J4590,3408445903,0
J4591,3408445910,0
J4592,3408445927,0
J4593,3408445934,0
J4594,3408445941,0
J4595,3408445958,0
J4596,3408445965,0
J4597,3408445972,0
J4599,3408445996,0
J4600,3408446007,0
J4601,3408446014,0
J4602,3408446021,0
J4603,3408446038,0
J4604,3408446045,0
J4605,3408446052,0
J4606,3408446069,0
J4607,3408446076,0
J4608,3408446083,0
J4609,3408446090,0
J4610,3408446108,0
J4611,3408446115,0
J4612,3408446122,0
J4613,3408446139,0
J4614,3408446146,0
J4615,3408446153,0
J4616,3408446160,0
J4617,3408446177,0
J4618,3408446184,0
J4619,3408446191,0
J4620,3408446209,0
J4621,3408446216,0
J4622,3408446223,0
J4623,3408446230,0
J4624,3408446247,0
J4625,3408446254,0
J4626,3408446261,0
J4629,3408446292,0
J4630,3408446300,0
J4631,3408446317,0
J4632,3408446324,0
J4633,3408446331,0
J4634,3408446348,0
J4635,3408446355,0
J4636,3408446362,0
J4637,3408446379,0
J4638,3408446386,0
J4639,3408446393,0
J4640,3408446401,0
J4641,3408446418,0
J4642,3408446425,0
J4643,3408446432,0
J4644,3408446449,0
J4645,3408446456,0
J4646,3408446463,0
J4647,3408446470,0
J4648,3408446487,0
J4649,3408446494,0
J4650,3408446502,0
J4651,3408446519,0
J4652,3408446526,0
J4653,3408446533,0
J4654,3408446540,0
J4655,3408446557,0
J4656,3408446564,0
J4657,3408446571,0
J4658,3408446588,0
J4659,3408446595,0
J4660,3408446603,0
J4661,3408446610,0
J4662,3408446627,0
J4663,3408446634,0
J4664,3408446641,0
J4665,3408446658,0
J4668,3408446689,0
J4670,3408446704,0
J4671,3408446711,0
J4672,3408446728,0
J4673,3408446735,0
J4674,3408446742,0
J4676,3408446766,0
J4679,3408446797,0
J4681,3408446812,0
J4682,3408446829,0
J4683,3408446836,0
J4685,3408446850,0
J4686,3408446867,0
J4687,3408446874,0
J4688,3408446881,0
J4690,3408446906,0
J4691,3408446913,0
J4693,3408446937,0
J4694,3408446944,0
J4695,3408446951,0
J4696,3408446968,0
J4697,3408446975,0
J4698,3408446982,0
J4700,3408447000,0
J4701,3408447017,0
J4702,3408447024,0
J4703,3408447031,0
J4704,3408447048,0
J4705,3408447055,0
J4706,3408447062,0
J4707,3408447079,0
J4708,3408447086,0
J4709,3408447093,0
J4710,3408447101,0
J4711,3408447118,0
J4712,3408447125,0
J4713,3408447132,0
J4715,3408447156,0
J4716,3408447163,0
J4719,3408447194,0
J4720,3408447202,0
J4721,3408447219,0
J4722,3408447226,0
J4724,3408447240,0
J4726,3408447264,0
J4727,3408447271,0
J4728,3408447288,0
J4729,3408447295,0
J4730,3408447303,0
J4731,3408447310,0
J4732,3408447327,0
J4733,3408447334,0
J4736,3408447365,0
J4737,3408447372,0
J4738,3408447389,0
J4740,3408447404,0
J4741,3408447411,0
J4742,3408447428,0
J4743,3408447435,0
J4744,3408447442,0
J4747,3408447473,0
J4748,3408447480,0
J4750,3408447505,0
J4751,3408447512,0
J4752,3408447529,0
J4753,3408447536,0
J4754,3408447543,0
J4755,3408447550,0
J4758,3408447581,0
J4760,3408447606,0
J4762,3408447620,0
J4763,3408447637,0
J4764,3408447644,0
J4766,3408447668,0
J4768,3408447682,0
J4769,3408447699,0
J4770,3408447707,0
J4772,3408447721,0
J4773,3408447738,0
J4774,3408447745,0
J4775,3408447752,0
J4777,3408447776,0
J4778,3408447783,0
J4779,3408447790,0
J4780,3408447808,0
J4781,3408447815,0
J4782,3408447822,0
J4783,3408447839,0
J4784,3408447846,0
J4785,3408447853,0
J4786,3408447860,0
J4787,3408447877,0
J4788,3408447884,0
J4789,3408447891,0
J4790,3408447909,0
J4791,3408447916,0
J4792,3408447923,0
J4793,3408447930,0
J4794,3408447947,0
J4795,3408447954,0
J4796,3408447961,0
J4797,3408447978,0
J4798,3408447985,0
J4799,3408447992,0
J4801,3408448010,0
J4802,3408448027,0
J4803,3408448034,0
J4804,3408448041,0
J4805,3408448058,0
J4806,3408448065,0
J4807,3408448072,0
J4808,3408448089,0
J4809,3408448096,0
J4810,3408448104,0
J4811,3408448111,0
J4812,3408448128,0
J4813,3408448135,0
J4815,3408448159,0
J4816,3408448166,0
J4817,3408448173,0
J4820,3408448205,0
J4821,3408448212,0
J4822,3408448229,0
J4823,3408448236,0
J4824,3408448243,0
J4826,3408448267,0
J4828,3408448281,0
J4829,3408448298,0
J4830,3408448306,0
J4831,3408448313,0
J4832,3408448320,0
J4833,3408448337,0
J4834,3408448344,0
J4835,3408448351,0
J4836,3408448368,0
J4837,3408448375,0
J4838,3408448382,0
J4840,3408448407,0
J4841,3408448414,0
J4842,3408448421,0
J4844,3408448445,0
J4845,3408448452,0
J4846,3408448469,0
J4847,3408448476,0
J4848,3408448483,0
J4849,3408448490,0
J4851,3408448515,0
J4852,3408448522,0
J4854,3408448546,0
J4855,3408448553,0
J4856,3408448560,0
J4857,3408448577,0
J4858,3408448584,0
J4859,3408448591,0
J4860,3408448609,0
J4861,3408448616,0
J4862,3408448623,0
J4864,3408448647,0
J4865,3408448654,0
J4866,3408448661,0
J4867,3408448678,0
J4868,3408448685,0
J4869,3408448692,0
J4870,3408448700,0
J4873,3408448731,0
J4874,3408448748,0
J4875,3408448755,0
J4876,3408448762,0
J4878,3408448786,0
J4879,3408448793,0
J4880,3408448801,0
J4881,3408448818,0
J4884,3408448849,0
J4886,3408448863,0
J4887,3408448870,0
J4888,3408448887,0
J4889,3408448894,0
J4890,3408448902,0
J4893,3408448933,0
J4895,3408448957,0
J4896,3408448964,0
J4897,3408448971,0
J4898,3408448988,0
J4899,3408448995,0
J4901,3408449013,0
J4902,3408449020,0
J4903,3408449037,0
J4904,3408449044,0
J4905,3408449051,0
J4906,3408449068,0
J4908,3408449082,0
J4909,3408449099,0
J4910,3408449107,0
J4911,3408449114,0
J4912,3408449121,0
J4915,3408449152,0
J4917,3408449176,0
J4918,3408449183,0
J4919,3408449190,0
J4920,3408449208,0
J4921,3408449215,0
J4927,3408449277,0
J4928,3408449284,0
J4930,3408449309,0
J4931,3408449316,0
J4932,3408449323,0
J4935,3408449354,0
J4938,3408449385,0
J4939,3408449392,0
J4941,3408449417,0
J4942,3408449424,0
J4943,3408449431,0
J4945,3408449455,0
J4946,3408449462,0
J4947,3408449479,0
J4948,3408449486,0
J4949,3408449493,0
J4951,3408449518,0
J4953,3408449532,0
J4956,3408449563,0
J4957,3408449570,0
J4958,3408449587,0
J4959,3408449594,0
J4960,3408449602,0
J4961,3408449619,0
J4962,3408449626,0
J4963,3408449633,0
J4964,3408449640,0
J4965,3408449657,0
J4966,3408449664,0
J4967,3408449671,0
J4968,3408449688,0
J4969,3408449695,0
J4970,3408449703,0
J4971,3408449710,0
J4973,3408449734,0
J4974,3408449741,0
J4975,3408449758,0
J4976,3408449765,0
J4977,3408449772,0
J4978,3408449789,0
J4979,3408449796,0
J4980,3408449804,0
J4982,3408449828,0
J4983,3408449835,0
J4984,3408449842,0
J4985,3408449859,0
J4986,3408449866,0
J4987,3408449873,0
J4988,3408449880,0
J4989,3408449897,0
J4990,3408449905,0
J4991,3408449912,0
J4992,3408449929,0
J4993,3408449936,0
J4994,3408449943,0
J4995,3408449950,0
J4996,3408449967,0
J4997,3408449974,0
J4999,3408449998,0
J5400,3408454000,0
J5401,3408454017,0
J5402,3408454024,0
J5403,3408454031,0
J5404,3408454048,0
J5405,3408454055,0
J5406,3408454062,0
J5407,3408454079,0
J5408,3408454086,0
J5409,3408454093,0
J5410,3408454101,0
J5412,3408454125,0
J5413,3408454132,0
J5414,3408454149,0
J5415,3408454156,0
J5417,3408454170,0
J5418,3408454187,0
J5419,3408454194,0
J5420,3408454202,0
J5421,3408454219,0
J5422,3408454226,0
J5423,3408454233,0
J5424,3408454240,0
J5425,3408454257,0
J5426,3408454264,0
J5427,3408454271,0
J5428,3408454288,0
J5429,3408454295,0
J5431,3408454310,0
J5432,3408454327,0
J5433,3408454334,0
J5434,3408454341,0
J5435,3408454358,0
J5436,3408454365,0
J5437,3408454372,0
J5438,3408454389,0
J5440,3408454404,0
J5441,3408454411,0
J5442,3408454428,0
J5443,3408454435,0
J5444,3408454442,0
J5445,3408454459,0
J5446,3408454466,0
J5448,3408454480,0
J5449,3408454497,0
J5450,3408454505,0
J5451,3408454512,0
J5452,3408454529,0
J5453,3408454536,0
J5454,3408454543,0
J5455,3408454550,0
J5456,3408454567,0
J5457,3408454574,0
J5458,3408454581,0
J5459,3408454598,0
J5460,3408454606,0
J5461,3408454613,0
J5462,3408454620,0
J5463,3408454637,0
J5464,3408454644,0
J5465,3408454651,0
J5466,3408454668,0
J5467,3408454675,0
J5469,3408454699,0
J5471,3408454714,0
J5472,3408454721,0
J5473,3408454738,0
J5474,3408454745,0
J5476,3408454769,0
J5477,3408454776,0
J5479,3408454790,0
J5480,3408454808,0
J5481,3408454815,0
J5482,3408454822,0
J5483,3408454839,0
J5484,3408454846,0
J5485,3408454853,0
J5486,3408454860,0
J5487,3408454877,0
J5488,3408454884,0
J5489,3408454891,0
J5490,3408454909,0
J5491,3408454916,0
J5492,3408454923,0
J5493,3408454930,0
J5494,3408454947,0
J5495,3408454954,0
J5496,3408454961,0
J5497,3408454978,0
J5498,3408454985,0
J5499,3408454992,0
J5500,3408455003,0
J5501,3408455010,0
J5502,3408455027,0
J5504,3408455041,0
J5505,3408455058,0
J5506,3408455065,0
J5507,3408455072,0
J5509,3408455096,0
J5510,3408455104,0
J5511,3408455111,0
J5512,3408455128,0
J5513,3408455135,0
J5514,3408455142,0
J5515,3408455159,0
J5516,3408455166,0
J5517,3408455173,0
J5518,3408455180,0
J5519,3408455197,0
J5520,3408455205,0
J5522,3408455229,0
J5523,3408455236,0
J5524,3408455243,0
J5525,3408455250,0
J5526,3408455267,0
J5527,3408455274,0
J5528,3408455281,0
J5531,3408455313,0
J5532,3408455320,0
J5533,3408455337,0
J5534,3408455344,0
J5535,3408455351,0
J5536,3408455368,0
J5537,3408455375,0
J5538,3408455382,0
J5539,3408455399,0
J5540,3408455407,0
J5541,3408455414,0
J5543,3408455438,0
J5544,3408455445,0
J5545,3408455452,0
J5546,3408455469,0
J5547,3408455476,0
J5548,3408455483,0
J5549,3408455490,0
J5550,3408455508,0
J5551,3408455515,0
J5552,3408455522,0
J5553,3408455539,0
J5554,3408455546,0
J5555,3408455553,0
J5556,3408455560,0
J5557,3408455577,0
J5558,3408455584,0
J5559,3408455591,0
J5560,3408455609,0
J5561,3408455616,0
J5562,3408455623,0
J5563,3408455630,0
J5564,3408455647,0
J5565,3408455654,0
J5566,3408455661,0
J5567,3408455678,0
J5568,3408455685,0
J5569,3408455692,0
J5571,3408455717,0
J5573,3408455731,0
J5574,3408455748,0
J5577,3408455779,0
J5578,3408455786,0
J5579,3408455793,0
J5581,3408455818,0
J5582,3408455825,0
J5583,3408455832,0
J5584,3408455849,0
J5585,3408455856,0
J5586,3408455863,0
J5588,3408455887,0
J5589,3408455894,0
J5590,3408455902,0
J5591,3408455919,0
J5592,3408455926,0
J5593,3408455933,0
J5595,3408455957,0
J5597,3408455971,0
J5599,3408455995,0
J5600,3408456006,0
J5601,3408456013,0
J5602,3408456020,0
J5603,3408456037,0
J5604,3408456044,0
J5605,3408456051,0
J5606,3408456068,0
J5607,3408456075,0
J5608,3408456082,0
J5609,3408456099,0
J5610,3408456107,0
J5611,3408456114,0
J5612,3408456121,0
J5614,3408456145,0
J5615,3408456152,0
J5616,3408456169,0
J5617,3408456176,0
J5618,3408456183,0
J5619,3408456190,0
J5620,3408456208,0
J5621,3408456215,0
J5622,3408456222,0
J5623,3408456239,0
J5624,3408456246,0
J5626,3408456260,0
J5628,3408456284,0
J5630,3408456309,0
J5631,3408456316,0
J5632,3408456323,0
J5633,3408456330,0
J5634,3408456347,0
J5635,3408456354,0
J5636,3408456361,0
J5637,3408456378,0
J5638,3408456385,0
J5639,3408456392,0
J5640,3408456400,0
J5641,3408456417,0
J5642,3408456424,0
J5643,3408456431,0
J5644,3408456448,0
J5647,3408456479,0
J5648,3408456486,0
J5649,3408456493,0
J5650,3408456501,0
J5653,3408456532,0
J5654,3408456549,0
J5655,3408456556,0
J5656,3408456563,0
J5657,3408456570,0
J5658,3408456587,0
J5659,3408456594,0
J5660,3408456602,0
J5661,3408456619,0
J5662,3408456626,0
J5663,3408456633,0
J5664,3408456640,0
J5666,3408456664,0
J5667,3408456671,0
J5668,3408456688,0
J5669,3408456695,0
J5670,3408456703,0
J5671,3408456710,0
J5672,3408456727,0
J5673,3408456734,0
J5674,3408456741,0
J5675,3408456758,0
J5676,3408456765,0
J5677,3408456772,0
J5678,3408456789,0
J5679,3408456796,0
J5680,3408456804,0
J5681,3408456811,0
J5682,3408456828,0
J5683,3408456835,0
J5684,3408456842,0
J5685,3408456859,0
J5686,3408456866,0
J5687,3408456873,0
J5688,3408456880,0
J5689,3408456897,0
J5690,3408456905,0
J5691,3408456912,0
J5692,3408456929,0
J5693,3408456936,0
J5694,3408456943,0
J5695,3408456950,0
J5696,3408456967,0
J5697,3408456974,0
J5698,3408456981,0
J5699,3408456998,0
J5700,3408457009,0
J5701,3408457016,0
J5702,3408457023,0
J5703,3408457030,0
J5705,3408457054,0
J5706,3408457061,0
J5707,3408457078,0
J5708,3408457085,0
J5709,3408457092,0
J5710,3408457100,0
J5711,3408457117,0
J5712,3408457124,0
J5714,3408457148,0
J5715,3408457155,0
J5716,3408457162,0
J5717,3408457179,0
J5718,3408457186,0
J5719,3408457193,0
J5720,3408457201,0
J5721,3408457218,0
J5722,3408457225,0
J5723,3408457232,0
J5724,3408457249,0
J5726,3408457263,0
J5727,3408457270,0
J5728,3408457287,0
J5729,3408457294,0
J5730,3408457302,0
J5731,3408457319,0
J5732,3408457326,0
J5733,3408457333,0
J5734,3408457340,0
J5735,3408457357,0
J5736,3408457364,0
J5737,3408457371,0
J5738,3408457388,0
J5739,3408457395,0
J5740,3408457403,0
J5741,3408457410,0
J5742,3408457427,0
J5743,3408457434,0
J5744,3408457441,0
J5745,3408457458,0
J5746,3408457465,0
J5747,3408457472,0
J5748,3408457489,0
J5750,3408457504,0
J5751,3408457511,0
J5752,3408457528,0
J5753,3408457535,0
J5754,3408457542,0
J5756,3408457566,0
J5757,3408457573,0
J5758,3408457580,0
J5759,3408457597,0
J5760,3408457605,0
J5761,3408457612,0
J5762,3408457629,0
J5763,3408457636,0
J5764,3408457643,0
J5765,3408457650,0
J5766,3408457667,0
J5767,3408457674,0
J5768,3408457681,0
J5769,3408457698,0
J5770,3408457706,0
J5771,3408457713,0
J5772,3408457720,0
J5773,3408457737,0
J5774,3408457744,0
J5776,3408457768,0
J5777,3408457775,0
J5778,3408457782,0
J5779,3408457799,0
J5780,3408457807,0
J5781,3408457814,0
J5782,3408457821,0
J5783,3408457838,0
J5784,3408457845,0
J5785,3408457852,0
J5786,3408457869,0
J5787,3408457876,0
J5788,3408457883,0
J5789,3408457890,0
J5790,3408457908,0
J5791,3408457915,0
J5792,3408457922,0
J5793,3408457939,0
J5794,3408457946,0
J5795,3408457953,0
J6002,3408460021,0
J6005,3408460052,0
J6010,3408460108,0
J6015,3408460153,0
J6018,3408460184,0
J6041,3408460418,0
J6042,3408460425,0
J6043,3408460432,0
J6044,3408460449,0
J6047,3408460470,0
J6048,3408460487,0
J6049,3408460494,0
J6050,3408460502,0
J6053,3408460533,0
J6054,3408460540,0
J6056,3408460564,0
J6058,3408460588,0
J6059,3408460595,0
J6060,3408460603,0
J6063,3408460634,0
J6065,3408460658,0
J6067,3408460672,0
J6068,3408460689,0
J6069,3408460696,0
J6070,3408460704,0
J6072,3408460728,0
J6073,3408460735,0
J6074,3408460742,0
J6075,3408460759,0
J6076,3408460766,0
J6077,3408460773,0
J6078,3408460780,0
J6079,3408460797,0
J6081,3408460812,0
J6082,3408460829,0
J6083,3408460836,0
J6084,3408460843,0
J6085,3408460850,0
J6086,3408460867,0
J6087,3408460874,0
J6088,3408460881,0
J6089,3408460898,0
J6090,3408460906,0
J6091,3408460913,0
J6092,3408460920,0
J6093,3408460937,0
J6095,3408460951,0
J6097,3408460975,0
J6098,3408460982,0
J6099,3408460999,0
J6101,3408461017,0
J6102,3408461024,0
J6103,3408461031,0
J6104,3408461048,0
J6105,3408461055,0
J6106,3408461062,0
J6107,3408461079,0
J6108,3408461086,0
J6109,3408461093,0
